instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
25309186,98864,TCS17FEB1550PE,,0.05,2017-02-23,1550.0,0.05,250,PE,NFO-OPT,NFO
13076226,51079,BHEL17MAR100CE,,30.2,2017-03-30,100.0,0.05,5000,CE,NFO-OPT,NFO
13076482,51080,BHEL17MAR100PE,,0.05,2017-03-30,100.0,0.05,5000,PE,NFO-OPT,NFO
16521218,64536,IDFC17JAN90CE,,0.05,2017-01-25,90.0,0.05,13200,CE,NFO-OPT,NFO
10255362,40060,UPL17FEB980PE,,284.8,2017-02-23,980.0,0.05,1200,PE,NFO-OPT,NFO
10881026,42504,S&P50017DEC2255CE,,169.15,2017-12-15,2255.0,0.05,250,CE,NFO-OPT,NFO
14181634,55397,CUMMINSIND17MAR1000PE,,143.9,2017-03-30,1000.0,0.05,600,PE,NFO-OPT,NFO
14181890,55398,CUMMINSIND17MAR1020CE,,7.75,2017-03-30,1020.0,0.05,600,CE,NFO-OPT,NFO
14182146,55399,CUMMINSIND17MAR1020PE,,161.25,2017-03-30,1020.0,0.05,600,PE,NFO-OPT,NFO
14858242,58040,GLENMARK17JAN580PE,,0.05,2017-01-25,580.0,0.05,700,PE,NFO-OPT,NFO
17185794,67132,COALINDIA17FEB375PE,,58.4,2017-02-23,375.0,0.05,1700,PE,NFO-OPT,NFO
17186050,67133,COALINDIA17FEB380CE,,0.9,2017-02-23,380.0,0.05,1700,CE,NFO-OPT,NFO
25423106,99309,UBL17FEB520CE,,310.65,2017-02-23,520.0,0.05,700,CE,NFO-OPT,NFO
13078274,51087,BHEL17MAR120CE,,12.25,2017-03-30,120.0,0.05,5000,CE,NFO-OPT,NFO
13078530,51088,BHEL17MAR120PE,,1.85,2017-03-30,120.0,0.05,5000,PE,NFO-OPT,NFO
13078786,51089,BHEL17MAR125CE,,8.8,2017-03-30,125.0,0.05,5000,CE,NFO-OPT,NFO
9449986,36914,MRF17JAN50550PE,,471.6,2017-01-25,50550.0,0.05,15,PE,NFO-OPT,NFO
25573634,99897,YESBANK17FEB1180CE,,150.0,2017-02-23,1180.0,0.05,700,CE,NFO-OPT,NFO
13079298,51091,BHEL17MAR130CE,,6.05,2017-03-30,130.0,0.05,5000,CE,NFO-OPT,NFO
13079554,51092,BHEL17MAR130PE,,5.5,2017-03-30,130.0,0.05,5000,PE,NFO-OPT,NFO
14187010,55418,CUMMINSIND17MAR1120PE,,253.9,2017-03-30,1120.0,0.05,600,PE,NFO-OPT,NFO
10256386,40064,MRF17JAN51400PE,,697.0,2017-01-25,51400.0,0.05,15,PE,NFO-OPT,NFO
10886146,42524,S&P50017DEC2260PE,,20.85,2017-12-15,2260.0,0.05,250,PE,NFO-OPT,NFO
10887682,42530,NIFTY17DEC10900CE,,46.0,2017-12-28,10900.0,0.05,75,CE,NFO-OPT,NFO
10887938,42531,NIFTY17DEC10900PE,,1874.15,2017-12-28,10900.0,0.05,75,PE,NFO-OPT,NFO
9449474,36912,MRF17JAN50500PE,,460.25,2017-01-25,50500.0,0.05,15,PE,NFO-OPT,NFO
13079810,51093,BHEL17MAR135CE,,3.95,2017-03-30,135.0,0.05,5000,CE,NFO-OPT,NFO
13080066,51094,BHEL17MAR135PE,,8.3,2017-03-30,135.0,0.05,5000,PE,NFO-OPT,NFO
14039810,54843,CONCOR17JAN1520CE,,0.05,2017-01-25,1520.0,0.05,500,CE,NFO-OPT,NFO
14187266,55419,DABUR17MAR175CE,,109.1,2017-03-30,175.0,0.05,2500,CE,NFO-OPT,NFO
12782082,49930,APOLLOTYRE17JAN185PE,,3.6,2017-01-25,185.0,0.05,3000,PE,NFO-OPT,NFO
9450242,36915,MRF17JAN50600CE,,3349.6,2017-01-25,50600.0,0.05,15,CE,NFO-OPT,NFO
12782594,49932,APOLLOTYRE17JAN190PE,,5.75,2017-01-25,190.0,0.05,3000,PE,NFO-OPT,NFO
12782850,49933,APOLLOTYRE17JAN195CE,,2.7,2017-01-25,195.0,0.05,3000,CE,NFO-OPT,NFO
16523778,64546,BIOCON17FEB820CE,,183.35,2017-02-23,820.0,0.05,600,CE,NFO-OPT,NFO
9514754,37167,BRITANNIA17MAR1850PE,,0.05,2017-03-30,1850.0,0.05,200,PE,NFO-OPT,NFO
9516290,37173,NIFTY17MAR5200CE,,3271.9,2017-03-30,5200.0,0.05,75,CE,NFO-OPT,NFO
9519618,37186,CENTURYTEX17FEB1350PE,,536.05,2017-02-23,1350.0,0.05,1100,PE,NFO-OPT,NFO
16524290,64548,BIOCON17FEB840CE,,165.05,2017-02-23,840.0,0.05,600,CE,NFO-OPT,NFO
12783106,49934,APOLLOTYRE17JAN195PE,,9.2,2017-01-25,195.0,0.05,3000,PE,NFO-OPT,NFO
13078018,51086,BHEL17MAR115PE,,0.9,2017-03-30,115.0,0.05,5000,PE,NFO-OPT,NFO
16524546,64549,BIOCON17FEB840PE,,4.35,2017-02-23,840.0,0.05,600,PE,NFO-OPT,NFO
17191170,67153,COLPAL17FEB580CE,,323.5,2017-02-23,580.0,0.05,700,CE,NFO-OPT,NFO
24291330,94888,SRF17FEB1700PE,,116.2,2017-02-23,1700.0,0.05,500,PE,NFO-OPT,NFO
24291586,94889,SRF17FEB1750CE,,34.2,2017-02-23,1750.0,0.05,500,CE,NFO-OPT,NFO
25312258,98876,TCS17FEB1850PE,,1.85,2017-02-23,1850.0,0.05,250,PE,NFO-OPT,NFO
9519874,37187,CENTURYTEX17MAR1350CE,,0.45,2017-03-30,1350.0,0.05,1100,CE,NFO-OPT,NFO
9523202,37200,WIPRO17FEB670CE,,0.05,2017-02-23,670.0,0.05,1200,CE,NFO-OPT,NFO
9529858,37226,BANKNIFTY17FEB20200PE,,1267.1,2017-02-23,20200.0,0.05,40,PE,NFO-OPT,NFO
9986818,39011,BIOCON17JAN480PE,,0.05,2017-01-25,480.0,0.05,600,PE,NFO-OPT,NFO
17191426,67154,COLPAL17FEB580PE,,0.05,2017-02-23,580.0,0.05,700,PE,NFO-OPT,NFO
14858498,58041,GLENMARK17JAN600CE,,295.75,2017-01-25,600.0,0.05,700,CE,NFO-OPT,NFO
15668226,61204,ASIANPAINT17FEB1160PE,,218.7,2017-02-23,1160.0,0.05,600,PE,NFO-OPT,NFO
10257154,40067,MRF17JAN51450CE,,2730.55,2017-01-25,51450.0,0.05,15,CE,NFO-OPT,NFO
17191938,67156,COLPAL17FEB600PE,,0.05,2017-02-23,600.0,0.05,700,PE,NFO-OPT,NFO
25313026,98879,TCS17FEB1950CE,,320.5,2017-02-23,1950.0,0.05,250,CE,NFO-OPT,NFO
25313282,98880,TCS17FEB1950PE,,6.65,2017-02-23,1950.0,0.05,250,PE,NFO-OPT,NFO
15673602,61225,ASIANPAINT17FEB1260PE,,317.45,2017-02-23,1260.0,0.05,600,PE,NFO-OPT,NFO
10258434,40072,MRF17JAN51500PE,,727.9,2017-01-25,51500.0,0.05,15,PE,NFO-OPT,NFO
10888194,42532,NIFTY17DEC4600CE,,4083.75,2017-12-28,4600.0,0.05,75,CE,NFO-OPT,NFO
10888450,42533,NIFTY17DEC4600PE,,0.05,2017-12-28,4600.0,0.05,75,PE,NFO-OPT,NFO
25442306,99384,ULTRACEMCO17FEB2550PE,,0.65,2017-02-23,2550.0,0.05,200,PE,NFO-OPT,NFO
12785410,49943,APOLLOTYRE17JAN220CE,,0.2,2017-01-25,220.0,0.05,3000,CE,NFO-OPT,NFO
13081090,51098,BHEL17MAR145PE,,15.7,2017-03-30,145.0,0.05,5000,PE,NFO-OPT,NFO
13081346,51099,BHEL17MAR150CE,,0.8,2017-03-30,150.0,0.05,5000,CE,NFO-OPT,NFO
13081602,51100,BHEL17MAR150PE,,20.0,2017-03-30,150.0,0.05,5000,PE,NFO-OPT,NFO
13081858,51101,BHEL17MAR155CE,,0.45,2017-03-30,155.0,0.05,5000,CE,NFO-OPT,NFO
10889730,42538,NIFTY18DEC10900PE,,1446.1,2018-12-27,10900.0,0.05,75,PE,NFO-OPT,NFO
9454594,36932,MRF17JAN50900PE,,558.85,2017-01-25,50900.0,0.05,15,PE,NFO-OPT,NFO
10891010,42543,S&P50017DEC2265CE,,161.8,2017-12-15,2265.0,0.05,250,CE,NFO-OPT,NFO
13080322,51095,BHEL17MAR140CE,,2.45,2017-03-30,140.0,0.05,5000,CE,NFO-OPT,NFO
13082114,51102,BHEL17MAR155PE,,24.55,2017-03-30,155.0,0.05,5000,PE,NFO-OPT,NFO
10262274,40087,MRF17JAN51600CE,,2628.35,2017-01-25,51600.0,0.05,15,CE,NFO-OPT,NFO
13230338,51681,BHARATFORG17JAN520PE,,0.05,2017-01-25,520.0,0.05,600,PE,NFO-OPT,NFO
13230594,51682,BHARATFORG17JAN540CE,,404.55,2017-01-25,540.0,0.05,600,CE,NFO-OPT,NFO
14041602,54850,CONCOR17JAN1580PE,,370.45,2017-01-25,1580.0,0.05,500,PE,NFO-OPT,NFO
14041858,54851,CONCOR17JAN1600CE,,0.05,2017-01-25,1600.0,0.05,500,CE,NFO-OPT,NFO
13080578,51096,BHEL17MAR140PE,,11.75,2017-03-30,140.0,0.05,5000,PE,NFO-OPT,NFO
16527874,64562,IDFCBANK17JAN50CE,,13.4,2017-01-25,50.0,0.05,8000,CE,NFO-OPT,NFO
9451778,36921,MRF17JAN50700PE,,506.85,2017-01-25,50700.0,0.05,15,PE,NFO-OPT,NFO
16528130,64563,IDFCBANK17JAN50PE,,0.05,2017-01-25,50.0,0.05,8000,PE,NFO-OPT,NFO
9454850,36933,MRF17JAN50950CE,,3089.0,2017-01-25,50950.0,0.05,15,CE,NFO-OPT,NFO
9531650,37233,ABIRLANUVO17FEB1850CE,,0.05,2017-02-23,1850.0,0.05,400,CE,NFO-OPT,NFO
9538562,37260,AMARAJABAT17FEB1340PE,,429.85,2017-02-23,1340.0,0.05,600,PE,NFO-OPT,NFO
9542914,37277,NIFTY17SEP11100PE,,2201.4,2017-09-28,11100.0,0.05,75,PE,NFO-OPT,NFO
9987074,39012,CAIRN17FEB335PE,,68.95,2017-02-23,335.0,0.05,3500,PE,NFO-OPT,NFO
13080834,51097,BHEL17MAR145CE,,1.45,2017-03-30,145.0,0.05,5000,CE,NFO-OPT,NFO
14044162,54860,CONCOR17JAN1660PE,,450.25,2017-01-25,1660.0,0.05,500,PE,NFO-OPT,NFO
14863874,58062,ABIRLANUVO17FEB1750CE,,0.05,2017-02-23,1750.0,0.05,400,CE,NFO-OPT,NFO
17194498,67166,COLPAL17FEB700PE,,0.05,2017-02-23,700.0,0.05,700,PE,NFO-OPT,NFO
22537730,88038,ONGC17JAN170CE,,31.7,2017-01-25,170.0,0.05,3750,CE,NFO-OPT,NFO
15672322,61220,ASIANPAINT17FEB1260CE,,0.05,2017-02-23,1260.0,0.05,600,CE,NFO-OPT,NFO
22537986,88039,ONGC17JAN170PE,,0.05,2017-01-25,170.0,0.05,3750,PE,NFO-OPT,NFO
24295682,94905,SRF17FEB2150CE,,0.75,2017-02-23,2150.0,0.05,500,CE,NFO-OPT,NFO
9988610,39018,MRF17MAR51550PE,,2655.75,2017-03-30,51550.0,0.05,15,PE,NFO-OPT,NFO
9989122,39020,MRF17MAR51600PE,,2677.05,2017-03-30,51600.0,0.05,15,PE,NFO-OPT,NFO
14868994,58082,ACC17FEB1060CE,,277.05,2017-02-23,1060.0,0.05,400,CE,NFO-OPT,NFO
14869250,58083,ACC17FEB1060PE,,0.05,2017-02-23,1060.0,0.05,400,PE,NFO-OPT,NFO
25314562,98885,TCS17FEB2100CE,,194.1,2017-02-23,2100.0,0.05,250,CE,NFO-OPT,NFO
14870530,58088,ACC17FEB1120CE,,218.3,2017-02-23,1120.0,0.05,400,CE,NFO-OPT,NFO
10262786,40089,VEDL17JAN305CE,,0.05,2017-01-25,305.0,0.05,3500,CE,NFO-OPT,NFO
10263298,40091,VEDL17JAN310CE,,0.05,2017-01-25,310.0,0.05,3500,CE,NFO-OPT,NFO
10892546,42549,S&P50017DEC2270CE,,158.2,2017-12-15,2270.0,0.05,250,CE,NFO-OPT,NFO
13082370,51103,BHEL17MAR160CE,,0.25,2017-03-30,160.0,0.05,5000,CE,NFO-OPT,NFO
13084674,51112,BIOCON17MAR560PE,,0.05,2017-03-30,560.0,0.05,600,PE,NFO-OPT,NFO
10893570,42553,S&P50017DEC2270PE,,22.95,2017-12-15,2270.0,0.05,250,PE,NFO-OPT,NFO
9472002,37000,MRF17FEB49150PE,,1028.55,2017-02-23,49150.0,0.05,15,PE,NFO-OPT,NFO
9472770,37003,NIFTY17JUN8200CE,,586.25,2017-06-29,8200.0,0.05,75,CE,NFO-OPT,NFO
12785666,49944,APOLLOTYRE17JAN220PE,,31.85,2017-01-25,220.0,0.05,3000,PE,NFO-OPT,NFO
13082626,51104,BHEL17MAR160PE,,29.3,2017-03-30,160.0,0.05,5000,PE,NFO-OPT,NFO
13083138,51106,BHEL17MAR165PE,,34.1,2017-03-30,165.0,0.05,5000,PE,NFO-OPT,NFO
13082882,51105,BHEL17MAR165CE,,0.15,2017-03-30,165.0,0.05,5000,CE,NFO-OPT,NFO
9475842,37015,MRF17FEB49300PE,,1069.65,2017-02-23,49300.0,0.05,15,PE,NFO-OPT,NFO
13083394,51107,BHEL17MAR170CE,,0.05,2017-03-30,170.0,0.05,5000,CE,NFO-OPT,NFO
13083906,51109,BIOCON17MAR540CE,,461.9,2017-03-30,540.0,0.05,600,CE,NFO-OPT,NFO
13083650,51108,BHEL17MAR170PE,,39.0,2017-03-30,170.0,0.05,5000,PE,NFO-OPT,NFO
13084162,51110,BIOCON17MAR540PE,,0.05,2017-03-30,540.0,0.05,600,PE,NFO-OPT,NFO
13084418,51111,BIOCON17MAR560CE,,442.2,2017-03-30,560.0,0.05,600,CE,NFO-OPT,NFO
13237506,51709,BHARATFORG17JAN740PE,,0.05,2017-01-25,740.0,0.05,600,PE,NFO-OPT,NFO
14048258,54876,CROMPGREAV17JAN45PE,,0.05,2017-01-25,45.0,0.05,12000,PE,NFO-OPT,NFO
25461250,99458,ULTRACEMCO17FEB4400PE,,1048.5,2017-02-23,4400.0,0.05,200,PE,NFO-OPT,NFO
9477122,37020,MRF17FEB49350CE,,5460.45,2017-02-23,49350.0,0.05,15,CE,NFO-OPT,NFO
9547010,37293,HINDPETRO17MAR640CE,,2.95,2017-03-30,640.0,0.05,2100,CE,NFO-OPT,NFO
9989634,39022,EICHERMOT17FEB23900CE,,724.0,2017-02-23,23900.0,0.05,25,CE,NFO-OPT,NFO
9989890,39023,EICHERMOT17FEB23900PE,,1652.6,2017-02-23,23900.0,0.05,25,PE,NFO-OPT,NFO
14200834,55472,DABUR17MAR235PE,,0.6,2017-03-30,235.0,0.05,2500,PE,NFO-OPT,NFO
14201090,55473,DABUR17MAR240CE,,45.85,2017-03-30,240.0,0.05,2500,CE,NFO-OPT,NFO
14201346,55474,DABUR17MAR240PE,,0.9,2017-03-30,240.0,0.05,2500,PE,NFO-OPT,NFO
14871298,58091,ACC17FEB1140PE,,0.8,2017-02-23,1140.0,0.05,400,PE,NFO-OPT,NFO
15680770,61253,ASIANPAINT17FEB1320CE,,0.05,2017-02-23,1320.0,0.05,600,CE,NFO-OPT,NFO
16531458,64576,IDFCBANK17JAN57.5CE,,6.1,2017-01-25,57.5,0.05,8000,CE,NFO-OPT,NFO
16532738,64581,BIOCON17FEB940PE,,24.0,2017-02-23,940.0,0.05,600,PE,NFO-OPT,NFO
16533250,64583,BIOCON17FEB960PE,,22.15,2017-02-23,960.0,0.05,600,PE,NFO-OPT,NFO
18181122,71020,EXIDEIND17FEB125CE,,58.0,2017-02-23,125.0,0.05,4000,CE,NFO-OPT,NFO
24301826,94929,SRTRANSFIN17FEB700CE,,260.85,2017-02-23,700.0,0.05,600,CE,NFO-OPT,NFO
25461506,99459,ULTRACEMCO17FEB4450CE,,0.7,2017-02-23,4450.0,0.05,200,CE,NFO-OPT,NFO
25463042,99465,UNIONBANK17FEB95CE,,44.5,2017-02-23,95.0,0.05,4000,CE,NFO-OPT,NFO
10264066,40094,VEDL17JAN310PE,,71.2,2017-01-25,310.0,0.05,3500,PE,NFO-OPT,NFO
10266626,40104,VEDL17JAN315PE,,76.05,2017-01-25,315.0,0.05,3500,PE,NFO-OPT,NFO
14872066,58094,ACC17FEB1180CE,,160.7,2017-02-23,1180.0,0.05,400,CE,NFO-OPT,NFO
16536066,64594,IDFCBANK17JAN60CE,,3.8,2017-01-25,60.0,0.05,8000,CE,NFO-OPT,NFO
13086466,51119,BIOCON17MAR640CE,,363.45,2017-03-30,640.0,0.05,600,CE,NFO-OPT,NFO
18185986,71039,EXIDEIND17FEB170PE,,1.85,2017-02-23,170.0,0.05,4000,PE,NFO-OPT,NFO
25472770,99503,UNIONBANK17FEB190CE,,0.25,2017-02-23,190.0,0.05,4000,CE,NFO-OPT,NFO
9482498,37041,NIFTY17DEC4000PE,,0.05,2017-12-28,4000.0,0.05,75,PE,NFO-OPT,NFO
9484290,37048,MRF17FEB49700PE,,1182.7,2017-02-23,49700.0,0.05,15,PE,NFO-OPT,NFO
10893826,42554,S&P50017DEC2275CE,,154.65,2017-12-15,2275.0,0.05,250,CE,NFO-OPT,NFO
10896386,42564,S&P50017DEC2275PE,,24.1,2017-12-15,2275.0,0.05,250,PE,NFO-OPT,NFO
10896642,42565,S&P50017DEC2280CE,,151.1,2017-12-15,2280.0,0.05,250,CE,NFO-OPT,NFO
9486850,37058,NTPC17JAN205CE,,0.05,2017-01-25,205.0,0.05,4000,CE,NFO-OPT,NFO
13084930,51113,BIOCON17MAR580CE,,422.45,2017-03-30,580.0,0.05,600,CE,NFO-OPT,NFO
13085186,51114,BIOCON17MAR580PE,,0.05,2017-03-30,580.0,0.05,600,PE,NFO-OPT,NFO
9487362,37060,PAGEIND17JAN15350CE,,74.85,2017-01-25,15350.0,0.05,50,CE,NFO-OPT,NFO
13085698,51116,BIOCON17MAR600PE,,0.05,2017-03-30,600.0,0.05,600,PE,NFO-OPT,NFO
9487618,37061,MRF17FEB49750PE,,1197.7,2017-02-23,49750.0,0.05,15,PE,NFO-OPT,NFO
13085442,51115,BIOCON17MAR600CE,,402.75,2017-03-30,600.0,0.05,600,CE,NFO-OPT,NFO
13086722,51120,BIOCON17MAR640PE,,0.2,2017-03-30,640.0,0.05,600,PE,NFO-OPT,NFO
13243650,51733,BHARATFORG17JAN920CE,,42.0,2017-01-25,920.0,0.05,600,CE,NFO-OPT,NFO
9548802,37300,IGL17MAR1300CE,,0.15,2017-03-30,1300.0,0.05,1100,CE,NFO-OPT,NFO
14048514,54877,CROMPGREAV17JAN47.5CE,,16.95,2017-01-25,47.5,0.05,12000,CE,NFO-OPT,NFO
14049026,54879,CROMPGREAV17JAN50CE,,14.5,2017-01-25,50.0,0.05,12000,CE,NFO-OPT,NFO
14050306,54884,CROMPGREAV17JAN50PE,,0.05,2017-01-25,50.0,0.05,12000,PE,NFO-OPT,NFO
9550338,37306,IOC17JAN470CE,,0.05,2017-01-25,470.0,0.05,3000,CE,NFO-OPT,NFO
14207490,55498,DABUR17MAR265PE,,4.9,2017-03-30,265.0,0.05,2500,PE,NFO-OPT,NFO
15686914,61277,AUROPHARMA17FEB400CE,,307.45,2017-02-23,400.0,0.05,700,CE,NFO-OPT,NFO
24303874,94937,SRTRANSFIN17FEB780CE,,183.95,2017-02-23,780.0,0.05,600,CE,NFO-OPT,NFO
13085954,51117,BIOCON17MAR620CE,,383.1,2017-03-30,620.0,0.05,600,CE,NFO-OPT,NFO
25471490,99498,UNIONBANK17FEB175PE,,35.95,2017-02-23,175.0,0.05,4000,PE,NFO-OPT,NFO
25473282,99505,UNIONBANK17FEB195CE,,0.15,2017-02-23,195.0,0.05,4000,CE,NFO-OPT,NFO
13086210,51118,BIOCON17MAR620PE,,0.1,2017-03-30,620.0,0.05,600,PE,NFO-OPT,NFO
9990146,39024,MRF17MAR51650CE,,5118.3,2017-03-30,51650.0,0.05,15,CE,NFO-OPT,NFO
16536834,64597,BIOCON17FEB980PE,,39.55,2017-02-23,980.0,0.05,600,PE,NFO-OPT,NFO
16537346,64599,IDFCBANK17JAN62.5CE,,2.05,2017-01-25,62.5,0.05,8000,CE,NFO-OPT,NFO
25474050,99508,UNIONBANK17FEB200PE,,60.0,2017-02-23,200.0,0.05,4000,PE,NFO-OPT,NFO
10268930,40113,MRF17JAN51750CE,,2528.25,2017-01-25,51750.0,0.05,15,CE,NFO-OPT,NFO
10271234,40122,MRF17JAN51800PE,,826.4,2017-01-25,51800.0,0.05,15,PE,NFO-OPT,NFO
10273538,40131,S&P50017JAN2090CE,,183.05,2017-01-20,2090.0,0.05,250,CE,NFO-OPT,NFO
14208770,55503,DABUR17MAR270CE,,21.8,2017-03-30,270.0,0.05,2500,CE,NFO-OPT,NFO
14872834,58097,ACC17FEB1200PE,,3.9,2017-02-23,1200.0,0.05,400,PE,NFO-OPT,NFO
14873090,58098,ACC17FEB1220CE,,124.65,2017-02-23,1220.0,0.05,400,CE,NFO-OPT,NFO
14874370,58103,GODREJCP17MAR1800PE,,220.35,2017-03-30,1800.0,0.05,400,PE,NFO-OPT,NFO
14874626,58104,GODREJCP17MAR1850CE,,7.4,2017-03-30,1850.0,0.05,400,CE,NFO-OPT,NFO
14876930,58113,GODREJCP17MAR2050PE,,456.15,2017-03-30,2050.0,0.05,400,PE,NFO-OPT,NFO
16548098,64641,BIOCON17FEB1080CE,,22.3,2017-02-23,1080.0,0.05,600,CE,NFO-OPT,NFO
13088258,51126,BIOCON17MAR680PE,,0.55,2017-03-30,680.0,0.05,600,PE,NFO-OPT,NFO
10900226,42579,BOSCHLTD17JAN20000PE,,89.85,2017-01-25,20000.0,0.05,25,PE,NFO-OPT,NFO
12424962,48535,NIFTYIT17JAN10300CE,,150.0,2017-01-25,10300.0,0.05,50,CE,NFO-OPT,NFO
13086978,51121,BIOCON17MAR660CE,,343.85,2017-03-30,660.0,0.05,600,CE,NFO-OPT,NFO
13088770,51128,BIOCON17MAR700PE,,0.9,2017-03-30,700.0,0.05,600,PE,NFO-OPT,NFO
13087234,51122,BIOCON17MAR660PE,,0.35,2017-03-30,660.0,0.05,600,PE,NFO-OPT,NFO
9490690,37073,S&P50017JUN1980CE,,345.3,2017-06-16,1980.0,0.05,250,CE,NFO-OPT,NFO
13087746,51124,BIOCON17MAR680CE,,324.35,2017-03-30,680.0,0.05,600,CE,NFO-OPT,NFO
13088514,51127,BIOCON17MAR700CE,,305.0,2017-03-30,700.0,0.05,600,CE,NFO-OPT,NFO
13257474,51787,BHARATFORG17JAN1140CE,,0.05,2017-01-25,1140.0,0.05,600,CE,NFO-OPT,NFO
9489666,37069,MRF17FEB49850CE,,5108.75,2017-02-23,49850.0,0.05,15,CE,NFO-OPT,NFO
14215426,55529,DABUR17MAR300CE,,7.4,2017-03-30,300.0,0.05,2500,CE,NFO-OPT,NFO
16548354,64642,IDFCBANK17JAN87.5PE,,24.1,2017-01-25,87.5,0.05,8000,PE,NFO-OPT,NFO
18194434,71072,FEDERALBNK17FEB37.5CE,,35.35,2017-02-23,37.5,0.05,11000,CE,NFO-OPT,NFO
9492994,37082,MRF17FEB49900CE,,5074.55,2017-02-23,49900.0,0.05,15,CE,NFO-OPT,NFO
9493250,37083,NIFTY17DEC8300PE,,208.0,2017-12-28,8300.0,0.05,75,PE,NFO-OPT,NFO
9494018,37086,PAGEIND17JAN15350PE,,1329.75,2017-01-25,15350.0,0.05,50,PE,NFO-OPT,NFO
13257730,51788,BHARATFORG17JAN1140PE,,194.05,2017-01-25,1140.0,0.05,600,PE,NFO-OPT,NFO
14062082,54930,SRF17JAN750PE,,0.05,2017-01-25,750.0,0.05,500,PE,NFO-OPT,NFO
14217218,55536,DABUR17MAR300PE,,21.6,2017-03-30,300.0,0.05,2500,PE,NFO-OPT,NFO
14217474,55537,DABUR17MAR305CE,,5.95,2017-03-30,305.0,0.05,2500,CE,NFO-OPT,NFO
14217730,55538,DABUR17MAR305PE,,25.1,2017-03-30,305.0,0.05,2500,PE,NFO-OPT,NFO
15515906,60609,HDFCBANK17JAN1660PE,,424.0,2017-01-25,1660.0,0.05,500,PE,NFO-OPT,NFO
18194690,71073,FEDERALBNK17FEB37.5PE,,0.05,2017-02-23,37.5,0.05,11000,PE,NFO-OPT,NFO
18194946,71074,FEDERALBNK17FEB40CE,,32.85,2017-02-23,40.0,0.05,11000,CE,NFO-OPT,NFO
18195202,71075,FEDERALBNK17FEB40PE,,0.05,2017-02-23,40.0,0.05,11000,PE,NFO-OPT,NFO
24308994,94957,SRTRANSFIN17FEB980CE,,43.0,2017-02-23,980.0,0.05,600,CE,NFO-OPT,NFO
25483522,99545,UPL17FEB640CE,,66.3,2017-02-23,640.0,0.05,1200,CE,NFO-OPT,NFO
25484034,99547,UPL17FEB660CE,,52.95,2017-02-23,660.0,0.05,1200,CE,NFO-OPT,NFO
25484802,99550,UPL17FEB680PE,,28.3,2017-02-23,680.0,0.05,1200,PE,NFO-OPT,NFO
25486082,99555,UPL17FEB740CE,,17.4,2017-02-23,740.0,0.05,1200,CE,NFO-OPT,NFO
9550594,37307,IOC17JAN470PE,,117.75,2017-01-25,470.0,0.05,3000,PE,NFO-OPT,NFO
10274562,40135,VOLTAS17FEB490CE,,0.05,2017-02-23,490.0,0.05,2000,CE,NFO-OPT,NFO
14879234,58122,GODREJIND17MAR270CE,,174.45,2017-03-30,270.0,0.05,1500,CE,NFO-OPT,NFO
14879490,58123,GODREJIND17MAR270PE,,0.05,2017-03-30,270.0,0.05,1500,PE,NFO-OPT,NFO
9990402,39025,MRF17MAR51650PE,,2698.45,2017-03-30,51650.0,0.05,15,PE,NFO-OPT,NFO
10275074,40137,VOLTAS17FEB490PE,,142.75,2017-02-23,490.0,0.05,2000,PE,NFO-OPT,NFO
10275330,40138,YESBANK17FEB1620CE,,5.5,2017-02-23,1620.0,0.05,700,CE,NFO-OPT,NFO
10301698,40241,AUROPHARMA17FEB360PE,,0.05,2017-02-23,360.0,0.05,700,PE,NFO-OPT,NFO
14879746,58124,GODREJIND17MAR280CE,,164.65,2017-03-30,280.0,0.05,1500,CE,NFO-OPT,NFO
14880002,58125,GODREJIND17MAR280PE,,0.05,2017-03-30,280.0,0.05,1500,PE,NFO-OPT,NFO
25486594,99557,UPL17FEB760CE,,12.5,2017-02-23,760.0,0.05,1200,CE,NFO-OPT,NFO
24311554,94967,SRTRANSFIN17FEB1080CE,,14.5,2017-02-23,1080.0,0.05,600,CE,NFO-OPT,NFO
10900994,42582,BOSCHLTD17JAN20050PE,,97.55,2017-01-25,20050.0,0.05,25,PE,NFO-OPT,NFO
13091074,51137,BIOCON17MAR760CE,,248.05,2017-03-30,760.0,0.05,600,CE,NFO-OPT,NFO
13261058,51801,BHARATFORG17JAN1220CE,,0.05,2017-01-25,1220.0,0.05,600,CE,NFO-OPT,NFO
13263106,51809,S&P50017FEB2170PE,,0.55,2017-02-17,2170.0,0.05,250,PE,NFO-OPT,NFO
12785922,49945,APOLLOTYRE17JAN225CE,,0.05,2017-01-25,225.0,0.05,3000,CE,NFO-OPT,NFO
13090050,51133,BATAINDIA17JAN560PE,,82.65,2017-01-25,560.0,0.05,1100,PE,NFO-OPT,NFO
13263362,51810,S&P50017FEB2175CE,,109.95,2017-02-17,2175.0,0.05,250,CE,NFO-OPT,NFO
24311810,94968,SRTRANSFIN17FEB1080PE,,131.15,2017-02-23,1080.0,0.05,600,PE,NFO-OPT,NFO
13090306,51134,BIOCON17MAR720PE,,1.4,2017-03-30,720.0,0.05,600,PE,NFO-OPT,NFO
25489922,99570,UPL17FEB880PE,,186.7,2017-02-23,880.0,0.05,1200,PE,NFO-OPT,NFO
